% subtitles -> transcripts
% subtitles with mutliple speakers are counted multiple times,
% with increasing numbers in the left column
% (ie. numbers in left column don't necessarily correspond to subtitle numbers)
% 'x' indicates absent line in transcripts
% subtitles with absent text are ignored
479	241
480	x
481	242
481	243
482	243
482	244
483	x
484	245
485	246
486	247
487	247
488	248
489	248
490	248
490	249
491	250
492	251
493	252
494	253
495	254
496	255
497	256
498	257
499	258
500	258
501	259
501	260
502	260
502	261
503	262
504	262
505	262
506	263
506	264
507	264
508	x
509	265
510	265
511	265
512	266
513	x
513	267
514	x
515	x
516	x
517	x
518	268
519	x
520	269
521	269
522	270
523	271
524	271
525	272
526	x
527	272
528	272
529	273
530	274
531	x
532	275
533	276
534	277
535	277
536	277
537	278
537	279
538	x
539	279
540	279
541	280
542	281
543	281
544	281
545	281
546	282
547	282
548	283
549	283
550	283
551	283
552	284
553	284
554	284
555	285
556	285
557	286
558	286
559	286
560	287
561	287
562	287
563	287
564	288
565	288
566	x
566	x
567	x
568	x
569	289
570	290
571	291
571	292
572	293
573	293
574	x
574	x
575	x
576	x
577	x
578	x
579	294
580	x
581	x
582	x
583	295
584	295
585	296
586	296
587	297
588	297
589	297
590	298
591	298
592	298
593	298
594	299
595	300
596	300
597	300
598	301
599	302
600	x
601	303
601	x
602	304
603	x
603	305
604	306
605	307
606	x
607	308
608	309
609	309
610	310
611	311
612	312
613	313
614	314
615	x
616	315
617	315
618	315
619	315
620	315
621	315
622	316
622	317
623	317
624	317
625	318
626	x
627	x
628	x
629	x
630	x
631	x
632	x
633	319
633	x
634	320
635	321
635	322
636	322
636	323
637	324
638	x
639	324
640	324
640	325
641	326
642	327
642	x
