% subtitles -> transcripts
% subtitles with mutliple speakers are counted multiple times,
% with increasing numbers in the left column
% (ie. numbers in left column don't correspond to subtitle numbers)
% 'x' indicates absent line in transcripts
% subtitles with absent text are ignored
507	226
508	226
509	226
510	226
511	226
512	226
513	227
514	228
515	228
516	229
517	229
518	230
519	231
520	231
521	232
522	x
523	233
524	233
525	233
526	233
527	233
528	234
529	234
530	234
531	235
532	236
533	236
534	237
535	238
536	238
537	238
538	238
539	238
540	238
541	238
542	238
543	x
544	x
545	239
546	240
547	241
548	242
549	243
550	243
551	x
552	x
553	x
554	x
555	244
556	244
557	244
558	244
559	x
560	x
561	245
562	246
563	x
564	247
565	248
566	248
567	x
568	x
569	x
570	249
571	249
572	250
573	x
574	251
575	x
576	x
577	x
578	x
579	x
580	x
581	252
582	252
583	253
584	254
585	254
586	254
587	255
588	256
589	257
590	258
591	258
592	259
593	260
594	260
595	260
596	260
597	260
598	x
599	261
600	262
601	263
602	263
603	263
604	264
605	265
606	265
607	266
608	x
609	266
610	266
611	x
612	267
613	267
614	267
615	268
616	x
617	269
618	269
619	270
620	270
621	271
622	271
623	271
624	271
625	271
626	271
627	271
628	271
629	271
630	271
631	271
632	272
633	272
634	273
635	274
636	274
637	274
638	275
639	275
640	276
641	276
642	276
643	276
644	276
645	276
646	277
647	277
648	277
649	277
650	277
651	277
652	277
653	278
654	278
655	279
656	280
657	281
658	x
659	281
660	282
661	282
662	282
663	283
664	284
665	284
666	285
667	x
668	286
669	287
670	287
671	x
672	x
673	x
674	x
675	x
676	288
677	289
678	290
679	290
680	290
681	291
682	291
683	291
684	291
685	291
686	291
687	291
688	292
689	293
690	294
691	x
692	295
693	296
694	297
695	298
696	298
697	299
698	300
699	300
700	301
701	301
702	301
703	302
704	302
705	303
706	304
707	305
708	305
709	306
710	307
711	308
712	308
713	308
714	309
715	310
716	311
717	x
718	311
719	312
720	313
721	313
722	x
723	314
724	314
725	314
726	315
727	316
728	317
729	318
730	319
731	319
732	319
733	319
734	319
735	319
736	320
737	320
738	320
739	321
740	322
741	322
742	323
743	323
744	323
745	323
746	323
747	323
748	323
749	324
750	324
751	325
752	326
753	327
754	328
755	x
756	329
757	330
758	330
759	331
760	332
761	332
762	333
763	333
764	333
765	334
766	335
767	336
768	336
769	337
770	338
771	338
772	339
773	340
774	340
775	340
776	340
777	340
778	341
779	342
780	342
781	342
782	342
783	342
784	342
785	x
786	342
787	342
788	342
789	342
790	x
791	342
792	343
793	344
794	344
795	344
796	344
797	345
798	346
799	x
800	346
801	346
802	347
803	348
804	348
805	348
806	348
807	348
808	348
809	348
810	348
811	348
812	348
813	348
814	348
815	348
816	348
817	x
818	348
819	x
820	x
821	x
822	348
823	x
824	348
825	x
826	x
827	348
828	x
829	348
830	x
831	x
832	x
833	348
834	x
835	x
